Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,GTX 1650 Super Ventus XS OC,MSI,MSI GTX 1650 Super 4GB Ventus XS,76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GV-N165SWF2OC-4GD,Gigabyte,Gigabyte GTX 1650 Super 4GB 2x Windforce,76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GTX 1650 Super Gaming X,MSI,MSI GTX 1650 Super 4GB Gaming X,76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,PH-GTX1650S-O4G,Asus,Asus GTX 1650 Super 4GB Phoenix,76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,,Nvidia,RTX 3050-Ti (Laptop),77,58.4,1877,https://gpu.userbenchmark.com/SpeedTest/1559532/NVIDIA-GeForce-RTX-3050-Ti-Laptop-GPU
GPU,,Nvidia,GTX Titan Z (SLI Disabled),78,58.3,640,https://gpu.userbenchmark.com/SpeedTest/17751/NVIDIA-GeForce-GTX-TITAN-Z
GPU,,Nvidia,GTX 1060-6GB,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,06G-P4-6161-KR,EVGA,EVGA GTX 1060 6GB Gaming,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,06G-P4-6163-KR,EVGA,EVGA GTX 1060 6GB Gaming SC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060G1GAMING-6GD,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,ZT-P10600B-10M,Zotac,Zotac GTX 1060 6GB AMP,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,ZT-P10600A-10L,Zotac,Zotac GTX 1060 6GB Mini,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GeForce GTX 1060 GAMING X 6G,MSI,MSI GTX 1060 6GB Gaming X,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,DUAL-GTX1060-O6G,Asus,Asus GTX 1060 6GB Dual OC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060WF2OC-6GD,Gigabyte,Gigabyte GTX 1060 6GB Windforce OC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,STRIX-GTX1060-O6G-GAMING,Asus,Asus GTX 1060 6GB ROG STRIX OC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,TURBO-GTX1060-6G,Asus,Asus GTX 1060 6GB TURBO,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,426018336-3736,Gainward, Gainward GTX 1060 6GB Pheonix GS,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GeForce GTX 1060 ARMOR 6G OC,MSI,MSI GTX 1060 6G Armor OC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GTX 1060 ARMOR 6G OCV1,MSI,MSI GTX 1060 6G Armor OCV1,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,STRIX-GTX1060-6G-GAMING,Asus,Asus GTX 1060 6GB ROG STRIX,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,VCGGTX10606PB,PNY,PNY GTX 1060 6GB,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,VCGGTX10606XGPB-OC,PNY,PNY GTX 1060 6GB OC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060XTREME-6GD,Gigabyte,Gigabyte GTX 1060 6GB Xtreme Gaming,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,06G-P4-6267-KR,EVGA,EVGA GTX 1060 6GB Gaming SSC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060G1GAM-6GD R2,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming R2,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GeForce GTX 1060 6GT,MSI,MSI GTX 1060 6GB 6GT OCV1,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GTX 1060 GAMING 6G,MSI,MSI GTX 1060 6GB Gaming,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,DUAL-GTX1060-O6G,Asus,Asus GTX 1060 6GB Dual OC,79,57.3,1214775,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,,AMD,RX 5500-XT,80,57,52025,https://gpu.userbenchmark.com/AMD-RX-5500-XT/Rating/4060
GPU,RX-55XT8DFD6,XFX,XFX RX 5600 XT 8GB Thicc II PRO,80,57,52025,https://gpu.userbenchmark.com/AMD-RX-5500-XT/Rating/4060
GPU,,Nvidia,GTX 1660-Ti (Mobile Max-Q),81,56.9,11772,https://gpu.userbenchmark.com/SpeedTest/789578/NVIDIA-GeForce-GTX-1660-Ti-with-Max-Q-Design
GPU,,AMD,RX 5500,82,56.5,506,https://gpu.userbenchmark.com/AMD-RX-5500/Rating/4059
GPU,,Nvidia,GTX 780-Ti,83,55.6,24929,https://gpu.userbenchmark.com/Nvidia-GTX-780-Ti/Rating/2165
GPU,,AMD,R9 Nano,84,55.1,490,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,R9NANO-4GB,Asus,Asus R9 Nano 4GB,84,55.1,490,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,R9NANO-4G-WHITE,Asus,Asus R9 Nano 4GB White,84,55.1,490,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,GV-R9NANO-4GD-B,Gigabyte,Gigabyte R9 Nano 4GB,84,55.1,490,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,,AMD,R9 390X,85,54.5,24492,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,R9 390X GAMING 8G,MSI,MSI R9 390X 8GB Gaming,85,54.5,24492,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,11241-00-20G,Sapphire,Sapphire R9 390X 8GB TRIPLE Tri-X OC,85,54.5,24492,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,GV-R939XG1 GAMING-8GD,Gigabyte,Gigabyte R9 390X 8GB G1 Gaming,85,54.5,24492,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,R9-390X-F28M,XFX,XFX R9 390X 8GB Double Dissipation,85,54.5,24492,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,,AMD,RX 580,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 GAMING X 8G,MSI,MSI RX 580 8GB Gaming X,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 GAMING X 4G,MSI,MSI RX 580 4GB Gaming X,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,GV-RX580XTRAORUS-8GD,Gigabyte,Gigabyte RX 580 8GB AORUS XTR,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 ARMOR 8G OC,MSI,MSI RX 580  8GB Armor OC,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 ARMOR 4G OC,MSI,MSI RX 580  4GB Armor OC,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,ROG-STRIX-RX580-O8G-GAMING,Asus,Asus RX 580 8GB ROG Strix,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,GV-RX580GAMING-8GD,Gigabyte,Gigabyte RX 580 8GB Gaming,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,GV-RX580AORUS-8GD,Gigabyte,Gigabyte RX 580 8GB AORUS,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,11265-05-20G,Sapphire,Sapphire RX 580 8GB Pulse,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P4DFD6,XFX,XFX RX 580 4GB OC+,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P8DFD6,XFX,XFX RX 580 8GB OC+,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P8DBD6,XFX,XFX RX 580 8GB Black OC+,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P8DFD6,XFX,XFX RX 580 8GB GTS XXX,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,AXRX 580 8GBD5-3DHDV2/OC,PowerColor,PowerColor RX 580 8GB Red Dragon V2,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,11265-01-20G,Sapphire,Sapphire RX 580 8GB Pulse Nitro+ RX,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,DUAL RX 580 4GB OC,Asus,Asus RX 580 4GB Dual OC,86,54.1,738563,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,,Nvidia,GTX 1060-3GB,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,DUAL-GTX1060-O3G,Asus,Asus GTX 1060 3GB Dual OC,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,ZT-P10610A-10L,Zotac,Zotac GTX 1060 3GB Mini,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,03G-P4-6160-KR,EVGA,EVGA GTX 1060 3GB Gaming,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,03G-P4-6162-KR,EVGA,EVGA GTX 1060 3GB SC Gaming,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GeForce GTX 1060 GAMING X 3G,MSI,MSI GTX 1060 3GB Gaming X,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GTX 1060 GAMING X 3G,MSI,MSI GTX 1060 3GB Gaming X,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GV-N1060WF2OC-3GD,Gigabyte,Gigabyte GTX 1060 3GB Windforce OC,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GV-N1060G1GAMING-3GD,Gigabyte,Gigabyte GTX 1060 3GB G1 Gaming,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GV-N1060IXOC-3GD,Gigabyte,Gigabyte GTX 1060 3GB Mini ITX OC,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GTX 1060 3GT OC,MSI,MSI GTX 1060 3GB 3GT OC,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GTX 1060 ARMOR 3G OCV1,MSI,MSI GTX 1060 3GB ARMOR 3G OCV1,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,GV-N1060G1GAM-3GD R2,Gigabyte,Gigabyte GTX 1060 3GB G1 Gaming R2,87,52.8,549914,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
GPU,,Nvidia,GTX Titan Black,88,52.4,3111,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-Black/Rating/3158
GPU,,AMD,R9 290X,89,52.4,29679,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,11226-00-40G,Sapphire,Sapphire R9 290X 4GB TRI-X OC,89,52.4,29679,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,R9290X-DC2OC-4GD5,Asus,Asus R9 290X 4GB DirectCU II,89,52.4,29679,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,R9290XEDFD,XFX,XFX R9 290X 4GB Double Dissipation,89,52.4,29679,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,,AMD,R9 295X2 (CrossFire Disabled),90,50.6,2394,https://gpu.userbenchmark.com/SpeedTest/11791/AMD-Radeon-R9-200
GPU,,AMD,R9 390,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,R9 390 GAMING 8G,MSI,MSI R9 390 8GB Gaming,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,R9-390P-D28M,XFX,XFX R9 390 8GB Black,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,R9-390P-8256,XFX,XFX R9 390 8GB Double Dissipation,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,R9-390P-F28M,XFX,XFX R9 390 8GB Double Dissipation,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,R9-390P-8DF6,XFX,XFX R9 390 8GB Black Nero,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,11244-01-20G,Sapphire,Sapphire R9 390 8GB Nitro Tri-X OC +BP,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,11244-00-20G,Sapphire,Sapphire R9 390 8GB Nitro Tri-X OC,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,STRIX-R9390-DC3OC-8GD5-GAMING,Asus,Asus R9 390 8GB STRIX,91,50.5,79445,https://gpu.userbenchmark.com/AMD-R9-390/Rating/3481
GPU,,Nvidia,GTX 970,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,GTX 970 GAMING 4G,MSI,MSI GTX 970 4GB Gaming,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,STRIX-GTX970-DC20C-4GD5,Asus,ASUS GTX 970 4GB STRIX OC,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,04G-P4-2974-KR,EVGA,EVGA GTX 970 4GB Super Clocked ACX 2.0,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,GV-N970G1 GAMING-4GD,Gigabyte,Gigabyte GTX 970 4GB G1 Gaming,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,GV-N970WF3OC-4GD,Gigabyte,Gigabyte GTX 970 4GB OC Windforce,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,04G-P4-3975-KR,EVGA,EVGA GTX 970 4GB SSC ACX 2.0+,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,TURBO-GTX970-OC-4GD5,Asus,Asus GTX 970 4GB Turbo OC,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,04G-P4-3978-KR,EVGA,EVGA GTX 970 4GB FTW+ GAMING ACX 2.0+ w/BP,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,ZT-90101-10P,Zotac,Zotac GTX 970 4GB Graphics Card,92,50.3,807661,https://gpu.userbenchmark.com/Nvidia-GTX-970/Rating/2577
GPU,,AMD,RX 480,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,21260-00-20G,AMD,Sapphire RX 480 8GB,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX-480M4BFA6,AMD,XFX RX 480 4GB 1266 MHz,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,21260-01-20G,AMD,Sapphire RX 480 4GB,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,Radeon RX 480 8G,AMD,MSI RX 480 8GB,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX-480M8BBA6,XFX,XFX RX 480 8GB 1328 MHz,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX480M8BFA6,XFX,XFX RX 480 8GB 1288 MHz,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX-480P8DFA6,XFX,XFX RX 480 8GB LED 1288 MHz,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX-480P836BM,XFX,XFX RX 480 8GB XXX 1288 MHz,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX-480P8DBA6,XFX,XFX RX 480 8GB Black 1338 MHz,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX-480P4JFC6,XFX,XFX RX 480 4GB RS,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX-480P8LFB6,XFX,XFX RX 480 8GB RS XXX 1288 MHz,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX480-8G,Asus,Asus RX 480 8GB,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,11260-07-20G,Sapphire,Sapphire RX 480 8GB NITRO+,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,11260-02-20G,Sapphire,Sapphire RX 480 4GB NITRO+,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,100406NT+4GOCL,Sapphire,Sapphire RX 480 4GB NITRO+,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,11260-01-20G,Sapphire,Sapphire RX 480 8GB NITRO+,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,AXRX480 8GBD5-3DH/OC,PowerColor,PowerColor RX 480 8GB Red Devil,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,Radeon RX 480 GAMING X 8G,MSI,MSI RX 480 8GB Gaming X,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,Radeon RX 480 GAMING X 4G,MSI,MSI RX 480 4GB Gaming X,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX 480 ARMOR 8G OC,MSI,MSI RX 480 8GB Armor OC,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,RX 480 ARMOR 4G OC,MSI,MSI RX 480 4GB Armor OC,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,STRIX-RX480-O8G-GAMING,Asus,Asus RX 480 8GB ROG STRIX OC,93,48.7,228677,https://gpu.userbenchmark.com/AMD-RX-480/Rating/3634
GPU,,Nvidia,GTX 780,94,47.7,49366,https://gpu.userbenchmark.com/Nvidia-GTX-780/Rating/2164
GPU,,AMD,R9 290,95,47.3,57416,https://gpu.userbenchmark.com/AMD-R9-290/Rating/2171
GPU,11227-13-20G,Sapphire,Sapphire R9 290 4GB TRI-X OC,95,47.3,57416,https://gpu.userbenchmark.com/AMD-R9-290/Rating/2171
GPU,R9290AEDFD,XFX,XFX R9 290 4GB Double Dissipation,95,47.3,57416,https://gpu.userbenchmark.com/AMD-R9-290/Rating/2171
GPU,R9290AEDBD,XFX,XFX R9 290 4GB Black Double Dissipation,95,47.3,57416,https://gpu.userbenchmark.com/AMD-R9-290/Rating/2171
GPU,R9 290 GAMING 4G,MSI,MSI R9 290 4GB GAMING,95,47.3,57416,https://gpu.userbenchmark.com/AMD-R9-290/Rating/2171
GPU,11227-04-40G,Sapphire,Sapphire R9 290 4GB VAPOR-X TRI-X OC,95,47.3,57416,https://gpu.userbenchmark.com/AMD-R9-290/Rating/2171
GPU,,Nvidia,GTX Titan,96,47.1,4986,https://gpu.userbenchmark.com/Nvidia-GTX-Titan/Rating/2191
GPU,,Nvidia,GTX 1060 (Mobile),97,47,134603,https://gpu.userbenchmark.com/SpeedTest/164336/NVIDIA-GeForce-GTX-1060
GPU,,Nvidia,GTX 780 4GB,98,46.9,918,https://gpu.userbenchmark.com/SpeedTest/11282/NVIDIA-GeForce-GTX-780
GPU,,AMD,RX 570,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,RX 570 ARMOR 4G OC,MSI,MSI RX 570 4G Armor OC,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,RX 570 GAMING X 4G,MSI,MSI RX 570 4GB Gaming X,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,GV-RX570GAMING-4GD,Gigabyte,Gigabyte RX 570 4GB Gaming,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,GV-RX570AORUS-4GD,Gigabyte,Gigabyte RX 570 4GB AORUS,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,RX 570 ARMOR 8G OC,MSI,MSI RX 570 8G Armor OC,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,ROG-STRIX-RX570-O4G-GAMING,Asus,Asus RX 570 4GB ROG Strix,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,AXRX 570 4GBD5-3DHD/OC,PowerColor,PowerColor RX 570 4GB Red Dragon,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,RX-570P4DFD6,XFX,XFX RX 570 4GB Twin,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,RX-570P427D6,XFX,XFX RX 570 4GB Twin,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,RX-570P4DFDR,XFX,XFX RX 570 4GB Twin,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,RX-570P8DFD6,XFX,XFX RX 570 4GB Twin XXX,99,46.7,396619,https://gpu.userbenchmark.com/AMD-RX-570/Rating/3924
GPU,,Nvidia,Quadro K6000,100,45.8,930,https://gpu.userbenchmark.com/Nvidia-Quadro-K6000/Rating/2837
GPU,,Nvidia,GTX 1060 (Mobile Max-Q),101,43.2,33873,https://gpu.userbenchmark.com/SpeedTest/325746/NVIDIA-GeForce-GTX-1060-with-Max-Q-Design
GPU,,Nvidia,GTX 1650,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,G1650VXS4C,MSI,MSI GTX 1650 4GB Ventus XS OC,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,ZT-T16500F-10L,Zotac,Zotac GTX 1650 4GB OC Compact,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,PH-GTX1650-O4G,Asus,Asus GTX 1650 4GB Phoenix,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,GV-N1650OC-4GD,Gigabyte,Gigabyte GTX 1650 4GB OC,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,GV-N1650IXOC-4GD,Gigabyte,Gigabyte GTX 1650 4GB Mini ITX OC,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,04G-P4-1153-KR,EVGA,EVGA GTX 1650 4GB XC Gaming,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,GTX 1650 Gaming X 4G,MSI,MSI GTX 1650 4GB Gaming X,102,43.1,148800,https://gpu.userbenchmark.com/Nvidia-GTX-1650/Rating/4039
GPU,,AMD,Radeon Pro 5500M,103,42.6,1624,https://gpu.userbenchmark.com/SpeedTest/960765/AMD-Radeon-Pro-5500M
GPU,,Nvidia,GTX 1650-Ti (Mobile),104,42,23608,https://gpu.userbenchmark.com/SpeedTest/1091296/NVIDIA-GeForce-GTX-1650-Ti
GPU,,Nvidia,GTX 1650 (Mobile),105,41.7,71772,https://gpu.userbenchmark.com/SpeedTest/775280/NVIDIA-GeForce-GTX-1650
GPU,,AMD,RX 470,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,Radeon RX 470 GAMING X 4G,MSI,MSI RX 470 4GB Gaming X,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,Radeon RX 470 GAMING X 8G,MSI,MSI RX 470 8GB Gaming X,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,11256-02-20G,Sapphire,Sapphire RX 470 8GB NITRO+,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,11256-01-20G,Sapphire,Sapphire RX 470 4GB NITRO+,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,11256-00-20G,Sapphire,Sapphire RX 470 4GB,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,100407-4GOCL,Sapphire,Sapphire RX 470 4GB,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,STRIX-RX470-O4G-GAMING,Asus,Asus RX 470 4GB ROG STRIX OC,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,GV-RX470G1 GAMING-4GD,Gigabyte,Gigabyte RX 470 4GB G1 Gaming,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,AXRX 470 4GBD5-3DH/OC,PowerColor,PowerColor RX 470 4GB Red Devil/Dragon,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,HS-470R4LCNR/HS-470R4LTNR,PwrHis,HIS RX 470 4GB IceQ X² OC,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,RX-470P4SFD5,XFX,XFX RX 470 4GB Single Fan,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,RX-470P4LFB6,XFX,XFX RX 470 4GB Black,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
GPU,Radeon RX 470 ARMOR 4G OC,MSI,MSI RX 470 4GB ARMOR OC,106,41.1,89857,https://gpu.userbenchmark.com/AMD-RX-470/Rating/3640
